cleaned_comment,label
muka macem pengamen gegayaan selingkuh untung udh ga sm jane lg kebanting sm jane muke lu,1
males beli gua gara gara ada lonte,1
padahal bulug gini ya mukanya ehh maaf,1
padahal cantikan jessica kemana mana,0
dikasih bidadari malah milih sampah,1
yaelah muka pas an aja bangga lu njing,1
wah ibarat lebih milih iblis daripada bidadari haha,1
knp gk truck sampah kek mukanya sampah,1
gajadi beli takut ketularan lonte nya,1
hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot di hujat memang dunia sgt kejam,0
jangan beli baju lonte entar kena sial,1
dasar cewe lo itu lonte tau kau,1
disini pada kenapa dah aku gapaham tolong,0
itu ditengah manusia apa monyet kok kulitnya bercorak batik,1
muka lu sama anjing gwe lebih ganteng anjing gwe rik,1
buat kalian para pens lonte jgn tkut listi miskin krna dipecat krna dia bsa kaya lgi dgn cara ya nglonte,1
etdah ninggalin yang baik demi lonte situ waras mas wkwk,1
gw melihat cewek murahan di postingan ini,1
yang kedua dari sebelah kanan itu batik apa orang dah kok warna nya kek taek babi si,1
ih ko muka jelek banget siii serem kek setan,1
itu yang foto ketiga jablay murahan bukan,1
jelek aja tukang selingkuh lo buriq,1
emang kalian se suci apa sampai nghina dia segitu nya,0
mending yang follow pada unfollow udeh gausah ribet,0
dekil tatoan mampus karir lo hancurr pantek,1
udah ada berlian malah milih batu nisan,1
alasan setan ama setan karna kalo setan sama bidadari sayapnya rontok diceker digigit dijambak2,1
lagian juga erick gak ada akhlak jelek lagi listy juga jelek,1
setan ma setan mahh emg cocokk udee,1
lonte kurus pucet kek mayat hidup,1
itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun,1
smngat trus bro tiada manusia yg sempurna kmu pasti bisa bangkit n jadi lebih baik gbu keepstrong,0
bego anak orang udah ga perawan noh gara lu wkwkw,1
frustasi sudah habis uangnya kasihannn,1
bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras,0
semangat rick untuk usaha barunya,0
hadehh muka kaya tong sampah,1
banyak banget omongan kasar disini tobat lah kawan kawan cukup comment kasar nya,0
ni org jelek ga ada obat kok jj mau liat apa ya,1
semangat bang walaupun banyak orang yang ngejudge lu jangan peduliin mereka,0
tuhan yesus baik semangat rick,0
jangan di bales komen hate bang bikin sakit jempol mending lanjut berkarya,0
eh lo nyadar ga udah dekil terus tatoan jadi nya kaya daki haha,1
jelek dapet selingkuhan jelek juga keren yaa imbang wkkw,1
wah ngehina fisik ni orang ga bener ya wkwkwkwk,0
bunuh diri lah sono goblox,1
sabar semua komentar ini ujian,0
santai rick yg ngehujat lo belom tau perjalanan hidup lo aja mereka hanya sok suci,0
yang sabar yah tetep semangat ngejar karirnya jangan dengerin kata orang mereka cuma bisa ngebacot di komen doank,0
erick masuk neraka jalur selingkuh bos,1
trs berkarya walaupun brd di titik sprti ini,0
stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada,0
yang ngatain keknya idupnya gapernag bikin kesalahan,0
jadi gila kau rupanya karna gak laku lagi di youtube,1
kasian yah sdh stress banyak masalah,1
kok jatohnya malah kek ajg sih rikkk,1
karir turun jadi autis kasian hahah,1
erick yang kek gini yang gua kangenin keep it up bruuh,0
udah mau autis iya bg awokawkk,1
kasian masih muda udah stresss,1
banyak komen yg support malah ketutup yg hate bgst emang ig,0
maudy cantik na natural bnr2 cantik bgt cantik luar dlm,0
bikin konten youtube student life at standford seperti waktu s1 at oxford fansmu pada nungguin nih,0
aura org pinter emg shining ya bun,0
paket lengkap deh udh cantik pintar lagi,0
sukaa bnget sm artis ini nggak neko2 dan natural bngett,0
cantik pintar bertalenta ortu mana yg gak kepengen punya anak kyk mba maudy,0
idih mak lampir dibanding uya ma lu lu bagaikan butiran debu lu dikenal karena bacot rajin2 ngaca deh,1
anjirlah muka lo kek kuntilanak malah sok cantik,1
mbak cadel yg bangga dengan cadelnya harusnya sih kasihan karna cadel tapi lama jadi jijik kenapa gak sekalian bisu aja,1
uda pinter cantik gak kebanyakan tingkah perfect,0
hati hati mody jangan keluar sendirian jaga jaga serangan brutal rasisme wajahmu sekilas mirip onnie2 korea tetap waspada,0
bikin konten youtube daily activity di stanford dong kak,0
motivasi ku ka maudy cantipp bngt,0
semoga kecerdasan mbak maudy bermanfaat bagi agama nusa dan bangsa aamiin,0
damage nya cewek pinter gada lawann,0
cantikan waktu berisi dulu sekarang kurus bgt kurus begini auranya kurang,1
cantik sih tapi sayang kurus ya padahl udh nikah lo kurang bahagia sama pernikahannya,1
masih good vibes walaupun sedang lapar,0
kakak cantik bgt bismillah cerdasnya nular,0
bego lu alam semesta dan seisinya pun serentak murka mendengarkan lagumu,1
dua2 nya cantik banget masya allah,0
ka nisa mirip ariana grande masa,0
adiknya kak maudy cantik pinter aura positifnya keluar ramah lemah lembut rajin sholeha,0
sekilas yg abu mirip ariana grande haha,0
yang satu nya mirip ariana grande,0
kakak sama adek sama sama cantik ya aku suka sama dua duanya,0
rambutnya kak modd bagussss item berkilauu,0
cantik semua congrats kak msuk nominsi tc candler,0
maudy enak bet dah cantik iya pinter iya,0
kukira dedeknya berdiri itu mau mukul bang jer pake ukulele ternyata aku salah salah,0
bang jerome klo nyanyiny kek gini bagus suaranya ganyangkaaa,0
sutan kamu sangat lucu dan menggemaskan,0
bang sering sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom,0
klu buat video tapi berdua aja seharian sama anak kecil hahah lucu juga gimana riwehnya,0
muka lu kok cabul banget sih bg hahah,1
dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak,1
kak jerome kayak boneka tau hahah,0
mukbang makanan sehat dong kak salad jepang gituuu,0
yakinin dulu niatnya bg semoga sukses,0
bang aku nonton kamu setelah aku kerja di jepang bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di jepang,0
cuman rumus diet ini yg ga bisa dipecahka ya bang,0
perut makin maju tpi semangat jangan tak maju,0
pantesan kak jessica bilang bang jerom beruang wkwkwk,0
aduhh susah klo urusan sma jerome rumus matematika terus bahasannya apakah daya diriku yg lebih suka bhs inggris drpd matematika,0
kaya tulus ya mukanya klo diliat2,0
kak jerome bagi trik biar bisa paham dan ingat cepat rumus matematika dung,0
baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha,0
sumpah si kak kemeja jeans bikin keliatan seger bgt mantap mantap,0
mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk,0
iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul,0
klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur,0
kok makin dewasa makin imutt aih cipaaaaaa,0
maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa,0
nih orang manis bnget sihh ga ngerti lagi,0
kakak pinter nyanyi ya suaranya bagus kak,0
gk salah kalo kak syifa cantik mamahnya aja cantik bgtt jujurr,0
lelaki yg mendapatkan km adalah lelaki yg beruntung,0
kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu,0
kakak udah cantik sii tapi cantikan lagi kalo pake hijab,0
gemeshh rasanya kaya aku pengen cubit,0
ini paling cute sih ganteng parah msh kecil jg,0
pengen gw pacul mulut lo woii anjeng busuk,1
sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu,0
ka cipa tu uda cantik baik manis bgt pula manisnya tu nglebihin gula,0
dilihat sekilas pun tampak jelas kalau cantikkan syifa,0
setuju g sih si dia tetep cntik bgt meski g pke make up lah aku g pke make up pucet bgt kyk g makan setahunn,0
dahlahh emang cantik luar dalam kmu ini cippp,0
muka cantik tanpa make up hini bahagia bgt kali ya yg jadi suaminya bisa liat bidadari setiap harinya,0
suka bgtt sm kak cipaa orangnya humble sm semua orang dan banyak temannya juga,0
artis remaja di indonesia yg manis bgt kalo senyum cuma dia deh perasaan yg nempel di hati,0
aku doakan perempuan baik yg bernama nagita selalu sehat bahagia lahir batin dan banyak yang sayang sm dia,0
rafathar nya mantull ni pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg jd jagain dan temenin mama dulu ya aa,0
kultur kerja kaya gini menurut gw bagus si ga kapitalis banget petingginya juga ikut kerja misal ngevlog atau endors semoga gaji juga ga senjang si haha,0
pantas pada senang kerja di rans mbak gigi nggak ngebossy,0
seneng yaa lihat orang sukses meeting ya allah pengen sukses kayak gitu biar ada status di instastory,0
smga semua kelg dan crew sehat semua dan rejeki trs lancar ya kak gigi,0
fokus ke nagita pas mau minum masih sempet baca doa keren bgt hasil dari didikan orang tua nya,0
kasihan ya nagita punya suami kerjaannya berzinah terus,1
koreaable banget face rafathar cakep ganteng manis banget,0
masyaallah rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny,0
kok mirip siwon ya lama2 apa perasaan gw aja,0
lucunya berasa kayak kaka dan adek,0
itu wajah nagita kya masih umur 20an,0
foto no edit edit ya saayy kamera nyaa bening model fotonya pun juga bening gak perlu pakai filter tipu tipu,0
look nya rafathar emang gak bisa dipungkiri diborong gen mama gigi semua haha,0
nagita masa kaya anak muda coba cantikk bangeett,0
masyaallah mamany cantik anakny ganteng perfect,0
kaya adek kakak kak gigi keliatan muda banget,0
tambah gede aja rafathar ya tambah pinter ya rafathar,0
mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda,0
ootd mama gigi simple tapi elegan dilihat nya masyaallah,0
masyaallah mamah gigi bening bet dah sehat selalu mamah gigi dn keluarga,0
mama gigi ketemu gajah gajahnya seneng sampai ketawa gitu ahhaha,0
ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep,0
i see beauty in everything mba gigi sehat selalu sama dede bayi nya,0
mama gigi cantik banget look younger than her age love mama gigi,0
semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas,0
pakaian apapun yg dipake mama gigi selalu keceee,0
terima kasih kak nagita sudah support molly si gajah dan satwa satwa di bali zoo lainnya dengan kunjungannya bersama keluarga,0
kaya ny gajahnya merasakan aura positif nya mb gigi itu kelihatan sumringah jg gajahnya loo,0
manis banget mbak gigi masya allah hamil semakin bersinar,0
mama gigi gapernah ga cantik sih kalo menurut aku,0
semoga sehat selalu bayi dalam kandungan nya sama ibunya ya,0
cantik banget semoga sehat selalu kakak panutan,0
masyaallah selalu mempesona baik kaum adam maupun kaum hawa,0
gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya,0
makin tua makin muda yehh mukanya mana cantik bngett mo nangiss ampun cantik terus ka yaya,0
gapaham lagi cakeup nya natural masyaallah,0
raisa mah tipe cantik tapi sopan santun pakaiannya,0
ka yayaaa why are you always stunning pretty girl,0
ya allah ni orang apa peri cantik amatt,0
kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik,0
bisa berhenti cakep ga kakk pusingggg ih,0
cantik bajunya keren warnanya bikin pangling,0
sudah dongggg dan sudah di liked juga congratulations,0
udaaaahh nontonnnnn lagunya bajunya makeup dan hairdo nyaaa sukaakkkk,0
raisa sekarang ngak monoton jadi suka deh sering2 kek gini,0
udah dong lagi ngunyah aja cute banget,0
penyihir secantik ini gue rela dikutuk jadi tokek laut,0
ya ampun kak makan apa sih kok bisa cantik banget,0
ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu gemes hahaha,0
aku udah dan sumpah bagus banget serasa liat cerita disney gitu,0
lu lebih gak sopan mukak lu kayak babi,1
ya allah kenapa begitu sempurna sih ciptaanmu yg satu in,0
ragu aja cantiknya udh kek gini gmn kl yakin yak cantiknya kek apa heran,0
bukan keliatan ragu tapi keliatan cantik,0
warna yang paling bikin raisa makin shinning itu merah hitam putih pink and emerald,0
raisa pake baju merah sumpahh cantik bgttt,0
liriknya pendek tp susah di hafal pas awal awal begitu di puter beberapa kali eh kok candu banget,0
demi apa kak yaya gk pernah ngeraguin para pendengar lagu2 nya,0
ka yaya kalo ragu tetep secantik itu yah,0
ragu aja cantik kan kak apalagi kalau serius,0
ngga alay ngga muluk muluk natural sukaaaa,0
seru bgt gemoy tim berkebun plus tim alam bgt niiii,0
nikmatnya bisa menghirup oksigen dengan bebas ya,0
slide kedua mukanya mau gaya apa aja tetep cantikk,0
mba isyana foto gelap2an gini aja aesthetic bgt ya,0
mba isyana udah cantik suaranya bagus kompeten pula ah sukaaaa,0
ga taulah aku juga suka banget sama gayanya isyan,0
kangen nonton konser isyan secara lgsg meskipun msh bisa virtual cuma experience nya lebih dapat aja gitu,0
congrats ka terus berkarya makin sukses dan terus mnjd inpirasi kita semua,0
congrats kak kamu memang pantes mendapatkannya,0
saya berharap kak panjang umur sehingga bisa jadi inspirasi untuk musisi seluruh indonesia saya suka musik indonesia dengan adanya kak isyana,0
udah cantik rada gesrek tapi ya ini banyak kelebihannya semangat tetap produktif,0
gatau lagi serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan selalu keren dan pecah tak pernah sekalipun mengecewakan,0
walaupun ga pernah lihat ka isyana live beneran di panggung tp aku terpesona bgt ama live virtual asli keren,0
yash we the fest even virtual tapi tetep keren bgt kak syann huaaa energi nya dpt bgt,0
keren banget walaupun sebentar tapi mantap abis ditunggu karya selanjutnya ya kak stay safe and healthy isyana ku,0
makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa,0
thank you juga syan seneng banget kemarin haha semoga setelah pandemi ini semua rencana dilancarkan ya syan,0
hua seneng bgt kmrn walaupun cuma 35 menitan tp seneng liat isyan adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya ditunggu karya selanjutnya kaka,0
senang akhirnya indonesia bisa mempunyai musisi idealis berkualitas tinggi yg masih bisa terus berkarya diapresiasi oleh banyak orang,0
berharap bisa menghadirkan musisi dgn genre yang lain dr yg sudah ada di industri biar musik indonesia lebih berwarna,0
congrats kak isyan semoga semua impian impian baiknya segera bisa terwujud aamiin,0
bener bener idola dr musisi yang dipandang sebelah mata sampe buat label musik sendiri congrats syan,0
congrats kak isyan semoga karya nya apa yg dilakukan kakak sukses teruss,0
orang ini terlihat sangat sangat stres dan gila,1
gua kalai jadi tuhan gaakan gua jadiin dia ini manusia lebih pante ga hidup ini orang di dunia akhlaknya gaada tolol bangsat,1
biasa nya aq nangis kalo lagu nya seiihh kalo sekarang nangis karna saking bagus nya lagu nya,0
definisi minat ketemu bakat ketemu kerja keras,0
astaga si isyana keren banget ini bisa ada musisi lokal yang selera musiknya kayak gini,0
mashaallah udh cantik pinter jago nyanyi dn mainin alat musik pula neng ngefans bener ini mah,0
gilaaaa gila gilaaaa tangan kaki ekspresi n emosi tertuang adi suatu karya yg fantastis,0
gosh tiap kali lihat isyana mainin alat musik kaya lihat jiwanya beda merinding gila kaya kepribadiannya jadi serius bangett,0
sumpah demi allah bagus bangett kereennn merinding ak nya dengerin sampe abis tiba2 aja ampe netesin air mata,0
aku memutuskan untuk menjadi fans isyana gila keren banget ya otak mereka berdua bisa berfungsi dg menjalankan perintah ke tangan dan kaki di waktu bersamaan,0
amzing isyanaa jujur aku amazed banget dengan skill dan minat isyana dalam bermusik ga cuma bernyanyi tapi main alat musik pun jago banget,0
paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri,0
sampe ga bisa berkata2 lagi buat isyana sangat2 sempurna org ini,0
inimah bukan main alat musik lagi olahraga jari dan kaki ini mah,0
