comment,sentiment,comment_length,cleaned_comment,label
Cakep Manis loh .. please lahh nggak semua orang harus putih ya kulitnya .. tiap orang punya style nya masing2 ..,1,113,cakep manis loh please lahh nggak semua orang harus putih ya kulitnya tiap orang punya style nya masing2,0
kuat-kuat ya zize,1,17,kuat kuat ya zize,0
"padahal dia ustad bukan dosen biasa, tapi chatnya dan ajakan nya sangat sangat tidak mencerminkan sebab mana ustad itu ",1,119,padahal dia ustad bukan dosen biasa tapi chatnya dan ajakan nya sangat sangat tidak mencerminkan sebab mana ustad itu,0
"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""",1,88,iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul,0
"ga salah pilih selera rk bukan kaleng, kaleng tapinya drumðŸ˜‚ðŸ˜‚",-1,66,ga salah pilih selera rk bukan kaleng kaleng tapinya drum,1
kget njir liat cinta skrng kek gniðŸ˜­,-1,38,kget njir liat cinta skrng kek gni,1
Soeharto tetap di hati,1,22,soeharto tetap di hati,0
"dari semua komen, ini doang yg bikin gua ngakak ðŸ˜‚",1,52,dari semua komen ini doang yg bikin gua ngakak,0
siapa yang downfall?,1,20,siapa yang downfall,0
Kayak gini polisi masih gk di hukum?,1,36,kayak gini polisi masih gk di hukum,0
Nafa urbach brrt bulan depan sdah mulai aktif lg jd dewan.. Untuk Eko awal tahun dn sahroni hbs lebaran...,1,106,nafa urbach brrt bulan depan sdah mulai aktif lg jd dewan untuk eko awal tahun dn sahroni hbs lebaran,0
"""Gtu aj dh kek anjg lo kang""",-1,28,gtu aj dh kek anjg lo kang,1
gayamu rengðŸ˜­,-1,15,gayamu reng,1
Keadilan sosial bagi seluruh rakyat Indonesia ðŸ˜‡,1,50,keadilan sosial bagi seluruh rakyat indonesia,0
mukanya gak ada enak2nya diliat ðŸ˜,-1,36,mukanya gak ada enak2nya diliat,1
Mamari aku pngen langsing kaya kamu ðŸ¥°,1,40,mamari aku pngen langsing kaya kamu,0
"""Lama lama mirip dewi persik ya""",1,32,lama lama mirip dewi persik ya,0
"""Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat?""",-1,78,idihhhhh pantesan aja foto nya keluarin lidah kyk gtu trnyata tukang jilat,1
"""Gak ada cantiknya. Gila yang ada""",-1,34,gak ada cantiknya gila yang ada,1
"Netizen ngapain sih, terlalu ngurusi hidup orang. Namanya jg manusia tempatnya lupa, salah, dan dosa. Dia punya hak dan tanggung jwab atas dirinya sendiri. Kalo ga suka ya udah, diunfollow aja, ga usah kepo2 dah hm",1,214,netizen ngapain sih terlalu ngurusi hidup orang namanya jg manusia tempatnya lupa salah dan dosa dia punya hak dan tanggung jwab atas dirinya sendiri kalo ga suka ya udah diunfollow aja ga usah kepo2 dah hm,0
"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""",-1,45,sikap mu lebih najis daripada ludah anjing,1
"hello ka zize semangat untuk hari-harinya. jadilah dirimu di versi tebaikmu ka, tanpa harus memikirkan ucapan seseorang yg Tidak tahu dengan isi hatimu. ðŸ˜‡",1,157,hello ka zize semangat untuk hari harinya jadilah dirimu di versi tebaikmu ka tanpa harus memikirkan ucapan seseorang yg tidak tahu dengan isi hatimu,0
"""Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!""",1,86,santai rick yg ngehujat lo belom tau perjalanan hidup lo aja mereka hanya sok suci,0
Ga pernah semuak ini sama cewe,-1,30,ga pernah semuak ini sama cewe,1
cinta maaf tapi lu kek dukun yg suka ramal pake kartu itu lohðŸ¥º,-1,65,cinta maaf tapi lu kek dukun yg suka ramal pake kartu itu loh,1
pas dewasa gini dia mirip mamanya banget,1,40,pas dewasa gini dia mirip mamanya banget,0
"kok bisa orang-orang kayak Puan Maharani, Kapolri, dan antek-antek mereka masih menjabat setelah demo besar-besaran yang sampai menewaskan banyak nyawa enggak berdosa??? Apakah pejabat-pejabat kita emang semuka tembok gitu??? ðŸ˜‚",1,230,kok bisa orang orang kayak puan maharani kapolri dan antek antek mereka masih menjabat setelah demo besar besaran yang sampai menewaskan banyak nyawa enggak berdosa apakah pejabat pejabat kita emang semuka tembok gitu,0
"""Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya? Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""",1,131,aduhh susah klo urusan sma jerome rumus matematika terus bahasannya apakah daya diriku yg lebih suka bhs inggris drpd matematika,0
"mlah cuci tgn njirr,lil lilðŸ¤£",1,31,mlah cuci tgn njirr lil lil,0
padahal arhan yang bantu sampe kaya gini,1,40,padahal arhan yang bantu sampe kaya gini,0
ngancengan,-1,10,ngancengan,1
"""erick yang kek gini yang gua kangenin, keep it up bruuh""",1,57,erick yang kek gini yang gua kangenin keep it up bruuh,0
"Ngeri ya komen"" Org sempurna ðŸ˜µ",1,33,ngeri ya komen org sempurna,0
"""Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa""",1,62,bang jerome klo nyanyiny kek gini bagus suaranya ganyangkaaa,0
"kalau bukan karna nikah Ama arhan ga bakalan tau lu siyapa..tapi happy trs yah zize jalan kalain memang udah masing"" tapi mungkin emng ini terbaik buat kaliyan",1,159,kalau bukan karna nikah ama arhan ga bakalan tau lu siyapa tapi happy trs yah zize jalan kalain memang udah masing tapi mungkin emng ini terbaik buat kaliyan,0
tua bukannya ingat umur malah betingkah,-1,39,tua bukannya ingat umur malah betingkah,1
"udah tidak kaget kalo di kalangan universitas, ya sekelas SMA aja banyak wkwkwk, intinya tiap lembaga pendidikan pasti ada aja yang kayak ginj",1,142,udah tidak kaget kalo di kalangan universitas ya sekelas sma aja banyak wkwkwk intinya tiap lembaga pendidikan pasti ada aja yang kayak ginj,0
downfall era rul? definisi makan ludah sendiri hahahaha,-1,55,downfall era rul definisi makan ludah sendiri hahahaha,1
Udah tua tapi belum berhenti nakal ðŸ‘ ya emang dasarnya suka main cewe ampe bangkotan juga tetap begitu,-1,105,udah tua tapi belum berhenti nakal ya emang dasarnya suka main cewe ampe bangkotan juga tetap begitu,1
"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",1,106,muka cantik tanpa make up hini bahagia bgt kali ya yg jadi suaminya bisa liat bidadari setiap harinya,0
jangan lupa kan jejak digital nya. Ruhut juga ini menempati diri pada penguasa. supaya tetap eksis ðŸ¤£,-1,103,jangan lupa kan jejak digital nya ruhut juga ini menempati diri pada penguasa supaya tetap eksis,1
Markas perundungan,-1,18,markas perundungan,1
najis nyooo dosen cabulll,-1,25,najis nyooo dosen cabulll,1
Gw kira anaknya uya kuya,1,24,gw kira anaknya uya kuya,0
"""Sumpah sekarang aku respect banget sama kamu""",1,46,sumpah sekarang aku respect banget sama kamu,0
"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",1,100,liriknya pendek tp susah di hafal pas awal awal begitu di puter beberapa kali eh kok candu banget,0
"tanpa kita sadari, skrg kita yg menjadi pembully",1,48,tanpa kita sadari skrg kita yg menjadi pembully,0
"dah kalo saya jadi orang tuanya, ku jemput jam 3 pagi itu guru macam gituðŸ—¿ siapa yang tega anaknya diperlukan begitu ",1,120,dah kalo saya jadi orang tuanya ku jemput jam 3 pagi itu guru macam gitu siapa yang tega anaknya diperlukan begitu,0
mulan wanita yg baikðŸ¥° aku yakin,1,34,mulan wanita yg baik aku yakin,0
"""Lagu lu ga ada yang laku ya mel??""",-1,35,lagu lu ga ada yang laku ya mel,1
gaes glowing gak harus putih. cinta ini kek jenifer. lebih suka kulit tan. jadi bukan dia gak ngerawat diri. justru dia sengaja ngubah warna kulit biar eksotis,1,159,gaes glowing gak harus putih cinta ini kek jenifer lebih suka kulit tan jadi bukan dia gak ngerawat diri justru dia sengaja ngubah warna kulit biar eksotis,0
ariel : â€œaduhh pegel banget gendong tim muluâ€,1,49,ariel aduhh pegel banget gendong tim mulu,0
"gaakan ada artinya, toh yang kemarin di nonaktifkan udah bisa ngejabat lagi kan? dibilang warga kita itu coward, masih cuek sama ginian, mereka mana takut.ðŸ˜®â€ðŸ’¨",1,166,gaakan ada artinya toh yang kemarin di nonaktifkan udah bisa ngejabat lagi kan dibilang warga kita itu coward masih cuek sama ginian mereka mana takut,0
jule ga pake hijab malah jadi mirip kayak susternya trio na yg duduk di belakang ituu,-1,85,jule ga pake hijab malah jadi mirip kayak susternya trio na yg duduk di belakang ituu,1
"""Raisa pake baju merah sumpahh cantik bgttt""",1,44,raisa pake baju merah sumpahh cantik bgttt,0
"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""",1,59,hargailah hati wanita yang udh tulus nemenin lo dari 0,0
"""Kereennnn.. dari bully.an netizen menjadikanmu mau belajar""",1,60,kereennnn dari bully an netizen menjadikanmu mau belajar,0
najisnya dosen kayak gitu otak mesum ,-1,37,najisnya dosen kayak gitu otak mesum,1
Jule telah menambahkan inara rusli ke dalam grub,1,48,jule telah menambahkan inara rusli ke dalam grub,0
"gak usah dengerin netizen indo, standar kecantikan di indo emang beda sama di luar",1,82,gak usah dengerin netizen indo standar kecantikan di indo emang beda sama di luar,0
lintang seumuran sama gua,1,25,lintang seumuran sama gua,0
"""paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri""",1,91,paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri,0
gak kelar2 kasus ini,1,20,gak kelar2 kasus ini,0
"pak Harto presiden terbaik, dari semua presiden indonesia.",1,58,pak harto presiden terbaik dari semua presiden indonesia,0
musang birahi ,-1,14,musang birahi,1
Orgil,-1,5,orgil,1
Dan parahnya lagi si lintang yang di salahin jadi selingkuhan sama netizen@Aview,1,80,dan parahnya lagi si lintang yang di salahin jadi selingkuhan sama netizen,0
"""Damage nya cewek pinter gada lawann""",1,37,damage nya cewek pinter gada lawann,0
"Ngaca pak ngaca ampun, kalo mikir begitu dari dulu infrastruktur di pusat terus yg bagus, tapi daerah lain tertinggal, ga mikir kesitu juga kah ? ðŸ˜‚",-1,150,ngaca pak ngaca ampun kalo mikir begitu dari dulu infrastruktur di pusat terus yg bagus tapi daerah lain tertinggal ga mikir kesitu juga kah,1
"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""",1,93,makin tua makin muda yehh mukanya mana cantik bngett mo nangiss ampun cantik terus ka yaya,0
"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""",1,91,kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik,0
"""Kok mirip siwon ya lama2, apa perasaan gw aja.""",1,48,kok mirip siwon ya lama2 apa perasaan gw aja,0
"Apa gue doang kali ya , yang gak suka sama ini orang..",-1,54,apa gue doang kali ya yang gak suka sama ini orang,1
bisa aja hasil dna nya dipalsuin wkwk jaman skrng kalo punya duit apa aja bisa dipalsuin kanðŸ˜‚,1,96,bisa aja hasil dna nya dipalsuin wkwk jaman skrng kalo punya duit apa aja bisa dipalsuin kan,0
"""Lengannya gempal banget sih HAHA""",-1,34,lengannya gempal banget sih haha,1
KOSONG yg konsistenðŸ‘,-1,23,kosong yg konsisten,1
model sengkuni...ðŸ˜„,-1,21,model sengkuni,1
"""Pengen gw pacul mulut lo!! woii anjeng busuk""",-1,46,pengen gw pacul mulut lo woii anjeng busuk,1
masya allah cantik&mandiriðŸ˜,1,30,masya allah cantik mandiri,0
mkanya aloy bilang nikahNya nggu bravy nikah krn dy tau bravy seperti apa,-1,73,mkanya aloy bilang nikahnya nggu bravy nikah krn dy tau bravy seperti apa,1
"""Bukan keliatan ragu, tapi keliatan cantik""",1,43,bukan keliatan ragu tapi keliatan cantik,0
"""Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep""",1,81,ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep,0
Bagus sih,1,9,bagus sih,0
Iiiii cantik banget mamariiiiiðŸ˜­,1,34,iiiii cantik banget mamariiiii,0
"secantik inii masih aja di hujat, heran ya. dia juga manusia, pantas bahagia ga harus selalu terpuruk dari kesedihan",1,116,secantik inii masih aja di hujat heran ya dia juga manusia pantas bahagia ga harus selalu terpuruk dari kesedihan,0
ITU PRAJA BUKAN PROJO,1,21,itu praja bukan projo,0
kaya mang becak si abidzarðŸ˜­,-1,30,kaya mang becak si abidzar,1
"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""",1,112,ilang respect gue padahal jane udh setia bgt sama lu tapi lu nya main cewe pas udh keluar dri penjara lol,0
kalo Timothy jadi dokter pasti lembut tulus bgtt..,1,50,kalo timothy jadi dokter pasti lembut tulus bgtt,0
"""Ntar Mati dalam keadaan konyol""",-1,32,ntar mati dalam keadaan konyol,1
Baby face begini dibilang aki akiðŸ˜­,1,37,baby face begini dibilang aki aki,0
Semuak ini liat mukanya,-1,23,semuak ini liat mukanya,1
"dosen babi, pengen liat gue mukanya ",-1,36,dosen babi pengen liat gue mukanya,1
coba rubah model rambut nya kaðŸ¥°,-1,34,coba rubah model rambut nya ka,1
kok gelapnya lain gitu ya si abidzarðŸ˜­,-1,40,kok gelapnya lain gitu ya si abidzar,1
katakan pretttttttttt,1,21,katakan pretttttttttt,0
aku malah kasihan SM anaknya klo lihat beritaÂ² ini nanti,1,57,aku malah kasihan sm anaknya klo lihat berita ini nanti,0
endemik ini habitatnya di got kalo naik pangkat di kantor dpr pake kemeja sama dasi,-1,83,endemik ini habitatnya di got kalo naik pangkat di kantor dpr pake kemeja sama dasi,1
memang aturan pertama dipolitik adalah tidak tau malu.,-1,54,memang aturan pertama dipolitik adalah tidak tau malu,1
"""Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun""",-1,63,itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun,1
"""Karena muka kayak elo pasaran dan murah?""",-1,42,karena muka kayak elo pasaran dan murah,1
"""Lo sintingnya udah tingkat dewa""",-1,33,lo sintingnya udah tingkat dewa,1
"mepet pasti ada butuhnya.. jangan mau pak Prabowo disusupi org"" beginian",1,72,mepet pasti ada butuhnya jangan mau pak prabowo disusupi org beginian,0
RELAWAN BERUBAH JADI ORMAS YA CUMA PROJO ðŸ¤£ðŸ¤£ðŸ¤£,-1,53,relawan berubah jadi ormas ya cuma projo,1
"""ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad""",-1,143,ni anak lahir krna kondom bocor ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad,1
kebanyakan makan duit haram,-1,27,kebanyakan makan duit haram,1
"kaya gini di hujat ? ini cantik bgt woyy kulitnyaaa ðŸ”¥ , heran bgt definisi cantik harus putih ðŸ˜’",1,101,kaya gini di hujat ini cantik bgt woyy kulitnyaaa heran bgt definisi cantik harus putih,0
umur segini nggak paham projoðŸ˜…,1,33,umur segini nggak paham projo,0
"Maaf, dari gesturnya kayak bingung ya",1,37,maaf dari gesturnya kayak bingung ya,0
"""Maap kalau gua sering nyamain lu sama dugong soalnya emang mirip""",-1,66,maap kalau gua sering nyamain lu sama dugong soalnya emang mirip,1
"""Kok lbih lucu anjingnya ya ktimbang orangnya""",-1,46,kok lbih lucu anjingnya ya ktimbang orangnya,1
"andi azwan kocak,,justru karna jaman budi ari,judol dilindungi,makanya pas dia berhenti jadi mentri,banyak yang berhati hati,karna backinganya udah gak ada",1,155,andi azwan kocak justru karna jaman budi ari judol dilindungi makanya pas dia berhenti jadi mentri banyak yang berhati hati karna backinganya udah gak ada,0
ga keluar sama sekali auranyaðŸ˜­,-1,33,ga keluar sama sekali auranya,1
Saking susahnya cari kerjaan,1,28,saking susahnya cari kerjaan,0
Rakyat yang mana... buktinya saya sebagai rakyat masih makan nasi.. dijaman pak harto saya malah mudah cari pekerjaan.. dan diera megawati pembuat outsorsing sabagai rakyat kami merasakan susah dapat pekerjaan dan masadepan pun makin tidak jelas,1,245,rakyat yang mana buktinya saya sebagai rakyat masih makan nasi dijaman pak harto saya malah mudah cari pekerjaan dan diera megawati pembuat outsorsing sabagai rakyat kami merasakan susah dapat pekerjaan dan masadepan pun makin tidak jelas,0
mau komen takut di laporin polisiðŸ™‚â€â†”,1,43,mau komen takut di laporin polisi,0
Kakak brav ganteng sekaliðŸ”¥ðŸ”¥,1,33,kakak brav ganteng sekali,0
"""Perasaan kemarin lengannya kekar banget kek petinju, udah gitu ketiaknya juga hitam. Kok difoto ini lengannya jadi kecil, ketiaknya putih kek dibedakin""",-1,153,perasaan kemarin lengannya kekar banget kek petinju udah gitu ketiaknya juga hitam kok difoto ini lengannya jadi kecil ketiaknya putih kek dibedakin,1
"""ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT""",-1,49,erick goblok malah pacaran ama lonte anj so bat,1
Mereka bukan relawan tapi ketua dan dan wakil serta jajaran nya pengemis jabatan lalu pengikut nya pencari nasi bungkus,-1,119,mereka bukan relawan tapi ketua dan dan wakil serta jajaran nya pengemis jabatan lalu pengikut nya pencari nasi bungkus,1
Isinya apa sih kalo boleh tau?,1,30,isinya apa sih kalo boleh tau,0
Waduhh revisi KUHAP sementara UU perempasan aset belum di sahkan ðŸ˜®,1,69,waduhh revisi kuhap sementara uu perempasan aset belum di sahkan,0
"orang anaknya Erika mirip Bravy,,,kasian si Panda dituduh",-1,57,orang anaknya erika mirip bravy kasian si panda dituduh,1
Teori bullshit,-1,14,teori bullshit,1
"So sorry, bru ngeh dia dibelakangðŸ™",1,37,so sorry bru ngeh dia dibelakang,0
"""Semangat gaga, jangan liat kebelakang fokus aja kedepan, masih muda masih banyak yg lebih baik juga.""",1,102,semangat gaga jangan liat kebelakang fokus aja kedepan masih muda masih banyak yg lebih baik juga,0
kalo bukan arhan gw gak tau dia siapa ðŸ™ƒ,-1,42,kalo bukan arhan gw gak tau dia siapa,1
dosen nya gatalðŸ¤®ðŸ¤®,-1,23,dosen nya gatal,1
Bagus kok,1,9,bagus kok,0
Heran banget masih ada yg bela nurul kenyataannya kelakuannya kyk gitu kenapa tutup mata sih,-1,92,heran banget masih ada yg bela nurul kenyataannya kelakuannya kyk gitu kenapa tutup mata sih,1
abidzar magrib bgt jir ðŸ˜¹ðŸ˜¹,-1,31,abidzar magrib bgt jir,1
sumpah mertuanya baik banget masih mau nemuin cucunya sama ibunyaðŸ˜­ðŸ˜­,1,73,sumpah mertuanya baik banget masih mau nemuin cucunya sama ibunya,0
"""HEH UDH NAPA HATE NYA CAPE GW BACA NYA""",1,40,heh udh napa hate nya cape gw baca nya,0
modelan kaya gitu dipercaya aja udah ngakak ðŸ˜­,-1,48,modelan kaya gitu dipercaya aja udah ngakak,1
"""Frustasi..Sudah habis uangnya..Kasihannn""",-1,42,frustasi sudah habis uangnya kasihannn,1
Tau Tai gak pak tua ?,-1,21,tau tai gak pak tua,1
"""Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet""",-1,71,ini bukan era lo lagi mending lo mati aja babi kalo baca bales nyet,1
membuat masyarakat terpecah belah,1,33,membuat masyarakat terpecah belah,0
"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",1,68,sumpah si kak kemeja jeans bikin keliatan seger bgt mantap mantap,0
Full senyum habis wd 55jt bilekkðŸ˜‡ðŸ˜,1,40,full senyum habis wd 55jt bilekk,0
"""gue pengen belajar sama karakter ini"" tapi lu gak nonton aslinya Abidzar..........
tapi lu gak nonton aslinya Abidzar..........",1,128,gue pengen belajar sama karakter ini tapi lu gak nonton aslinya abidzar tapi lu gak nonton aslinya abidzar,0
