comment,sentiment
"""Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha""",-1
"""ngapain juga nginap di rumah cowo, gaada keluarga lg lo?""",-1
"""Eh ada pelakor, pas banget frame ke tiga, orang ke 3""",-1
"""Anak gblk dikasi berlian malah milih kerikil""",-1
"""Dikasih bidadari malah milih dajjal awokawok:v""",-1
"""Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami""",1
"""Kesihan gue sama org otak dangkal kek gini""",-1
"""Murahh banget lo jijik gue ?. Dikick EVOS mlah open BO""",-1
"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""",-1
"""Indahnya pemandangan banyak LonT lonT mau di jual""",-1
"""bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri""",-1
"""siapapun tolong kasih tau aku ini masalah nya apaa gais""",1
"""dikasih hati yg malaikat milih yg berhati iblis greget:(""",-1
"""Di kasih bidadari malah pilih kotoran""",-1
"""Dikasih bidadari malah minta lonte""",-1
"""Gajadi beli Model murahan barang pasti murahan""",-1
"""Modelny aja murahan apalagi barangnya""",-1
"""muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu""",-1
"""Males beli gua,gara gara ada lonte""",-1
"""Padahal bulug gini ya mukanya.. ehh,, maaf..""",-1
"""Padahal cantikan jessica kemana mana""",1
"""Dikasih bidadari malah milih sampah""",-1
"""yaelah muka pas""an aja bangga lu njing""",-1
"""Wah ibarat lebih milih iblis daripada bidadari haha""",-1
"""@rangga_kanahaya knp gk truck sampah, kek mukanya sampah""",-1
"""Gajadi beli, takut ketularan lonte nya""",-1
"""hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot , di hujat memang dunia sgt kejam""",1
"""Jangan beli baju lonte entar kena sial""",-1
"""Dasar cewe lo itu LONTE tau kau!""",-1
"""Disini pada kenapa dah? Aku gapaham tolong""",1
"""Itu ditengah manusia apa monyet kok kulitnya bercorak batik""",-1
"""Muka lu sama anjing gwe..lebih ganteng anjing gwe rik""",-1
"""Buat kalian para pens lonte jgn tkut listi Miskin krna dipecat, krna dia bsa kaya lgi, dgn cara ya nglonte""",-1
"""Etdah ninggalin yang baik demi lonte, situ waras mas wkwk""",-1
"""Gw melihat cewek murahan di postingan ini""",-1
"""yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?""",-1
"""Ih ko muka jelek banget siii serem kek setan""",-1
"""Itu yang foto ketiga jablay murahan bukan?""",-1
"""Jelek aja tukang selingkuh lo buriq !!!!""",-1
"""Emang kalian se suci apa sampai nghina dia segitu nya""",1
"""Mending yang follow pada unfollow Udeh gausah ribet""",1
"""Dekil tatoan, mampus karir Lo hancurr pantek""",-1
"""Udah ada berlian malah milih batu nisan""",-1
"""Alasan setan ama setan, KARNA KALO SETAN SAMA BIDADARI, SAYAPNYA RONTOK, DICEKER, DIGIGIT, DIJAMBAK2""",-1
"""Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek""",-1
"""Setan ma setan mahh emg cocokk udee""",-1
"""Lonte kurus pucet kek mayat hidup""",-1
"""Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun""",-1
"""@xrickolim smngat trus bro tiada manusia yg sempurna kmu pasti bisa bangkit n jadi lebih baik GBU keepstrong""",1
"""bego anak orang udah ga perawan noh gara"" lu wkwkw""",-1
"""Frustasi..Sudah habis uangnya..Kasihannn""",-1
"""Bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras""",1
"""Semangat Rick untuk usaha barunya""",1
"""Hadehh muka kaya tong sampah .""",-1
"""banyak banget omongan kasar disini, tobat lah kawan kawan.. cukup comment kasar nya""",1
"""Ni org jelek ga ada obat.kok jj mau liat apa ya..""",-1
"""Semangat bang, walaupun banyak orang yang ngejudge lu. Jangan peduliin mereka""",1
"""Tuhan yesus baik semangat rick""",1
"""Jangan di bales komen hate bang bikin sakit jempol, mending lanjut berkarya:)""",1
"""Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha""",-1
"""jelek dapet selingkuhan jelek juga keren yaa imbang wkkw""",-1
"""Wah ngehina fisik ni orang,ga bener ya wkwkwkwk""",1
"""BUNUH DIRI LAH SONO GOBLOX""",-1
"""Sabar semua komentar ini ujian""",1
"""Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!""",1
"""Yang sabar yah,tetep semangat ngejar karirnya jangan dengerin kata orang mereka Cuma bisa ngebacot di komen doank""",1
"""Erick masuk neraka jalur selingkuh bos""",-1
"""Trs berkarya walaupun brd di titik sprti ini""",1
"""Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada""",1
"""Yang ngatain keknya idupnya gapernag bikin kesalahan""",1
"""Jadi gila kau rupanya karna gak laku lagi di YouTube""",-1
"""Kasian yah sdh stress banyak masalah""",-1
"""Kok jatohnya malah kek ajg sih rikkk""",-1
"""Karir turun jadi autis kasian hahah""",-1
"""erick yang kek gini yang gua kangenin, keep it up bruuh""",1
"""Udah mau autis iya bg awokawkk""",-1
"""Kasian masih muda udah stresss""",-1
"""Banyak komen yg support malah ketutup yg hate bgst emang IG""",1
"""Maudy cantik na natural bnr2 cantik bgt, cantik luar dlm""",1
"""Bikin konten YouTube Student life at standford @maudyayunda seperti waktu S1 at Oxford. Fansmu pada nungguin nih.""",1
"""Aura org pinter emg shining ya bun @hy_dindut""",1
"""Paket lengkap deh.. udh cantik pintar lagi""",1
"""Sukaa bnget sm artis ini? nggak neko2.. dan natural bngett""",1
"""Cantik, pintar bertalenta, ortu mana yg gak kepengen punya anak kyk mba maudy""",1
"""Idih mak lampir, dibanding uya ma lu, lu bagaikan butiran debu,, lu dikenal karena bacot? rajin2 ngaca deh""",-1
"""Anjirlah muka lo kek kuntilanak malah sok cantik""",-1
"""Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama"" jadi jijik kenapa gak sekalian bisu aja""",-1
"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""",1
"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada""",1
"""Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda""",1
"""Motivasi ku ka Maudy cantipp bngt""",1
"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""",1
"""Damage nya cewek pinter gada lawann""",1
"""cantikan waktu berisi dulu? sekarang kurus bgt, kurus begini auranya kurang""",-1
"""cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?""",-1
"""masih good vibes walaupun sedang lapar""",1
"""kakak cantik bgt bismillah cerdasnya nular""",1
"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""",-1
"""Dua2 nya cantik banget masya Allah""",1
"""ka nisa mirip ariana grande masa""",1
"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""",1
"""Sekilas yg abu mirip ariana grande haha""",1
"""Yang satu nya mirip Ariana grande""",1
"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",1
"""Rambutnya kak modd bagussss? Item berkilauu""",1
"""Cantik semua congrats kak msuk nominsi tc candler""",1
"""Maudy enak bet dah cantik iya pinter iya""",1
"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""",1
"""Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa""",1
"""Sutan kamu sangat lucu dan menggemaskan""",1
"""Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom""",1
"""Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya""",1
"""Muka lu kok cabul banget sih bg hahah""",-1
"""Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak""",-1
"""Kak jerome kayak boneka tau hahah""",1
"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",1
"""Yakinin dulu niatnya bg? Semoga sukses""",1
"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""",1
"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""",1
"""Perut makin maju tpi semangat jangan tak maju""",1
"""Pantesan kak Jessica bilang bang jerom beruang wkwkwk""",1
"""Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya? Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""",1
"""Kaya tulus ya mukanya klo diliat2""",1
"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",1
"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""",1
"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",1
"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""",1
"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""",1
"""Klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur""",1
"""Kok makin dewasa makin imutt aih cipaaaaaa""",1
"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",1
"""Nih orang manis bnget sihh ga ngerti lagi""",1
"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",1
"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",1
"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""",1
"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""",1
"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",1
"""Gemeshh rasanya kaya aku pengen cubit""",1
"""@angelkmgi ini paling cute sih, ganteng parah msh kecil jg""",1
"""Pengen gw pacul mulut lo!! woii anjeng busuk""",-1
"""Sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu""",1
"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu nglebihin gula""",1
"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",1
"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up? lah aku g pke make up pucet bgt kyk g makan setahunn""",1
"""dahlahh emang cantik luar dalam kmu ini cippp""",1
"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",1
"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",1
"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""",1
"""Aku doakan perempuan baik yg bernama Nagita selalu sehat, bahagia lahir batin, dan banyak yang sayang sm dia..""",1
"""Rafathar nya mantull ni, pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg.. jd jagain dan temenin mama dulu ya aa""",1
"""kultur kerja kaya gini menurut gw bagus si ga kapitalis banget, petingginya juga ikut kerja misal ngevlog atau endors, semoga gaji juga ga senjang si haha""",1
"""Pantas pada senang kerja di Rans.. mbak gigi nggak ngebossy..""",1
"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""",1
"""smga semua kelg dan crew sehat semua.. dan rejeki trs lancar ya kak gigi..""",1
"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""",1
"""Kasihan ya , Nagita punya suami kerjaannya berzinah terus""",-1
"""Koreaable banget face rafathar cakep ganteng manis banget""",1
"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny?""",1
"""Kok mirip siwon ya lama2, apa perasaan gw aja.""",1
"""Lucunya berasa kayak kaka dan adek""",1
"""Itu wajah nagita kya masih umur 20an""",1
"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",1
"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",1
"""Nagita masa kaya anak muda coba cantikk bangeett""",1
"""Masyaallah mamany cantik anakny ganteng, perfect""",1
"""Kaya adek kakak.. kak gigi keliatan muda banget""",1
"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""",1
"""Mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda""",1
"""OOTD mama gigi simple tapi elegan dilihat nya, masyaallah""",1
"""Masyaallah mamah gigi bening bet dah, sehat selalu mamah gigi dn keluarga""",1
"""mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu ahhaha.""",1
"""Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep""",1
"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""",1
"""Mama gigi cantik banget? look younger than her age.. love mama gigi""",1
"""Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas""",1
"""Pakaian apapun yg dipake mama gigi selalu keceee""",1
"""Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga""",1
"""Kaya ny gajahnya merasakan aura positif nya mb gigi itu? kelihatan sumringah jg gajahnya loo..""",1
"""Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..""",1
"""Mama gigi gapernah ga cantik sih kalo menurut aku.""",1
"""Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.""",1
"""Cantik banget semoga sehat selalu kakak panutan""",1
"""MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa""",1
"""Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya""",1
"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""",1
"""Gapaham lagi cakeup nya natural Masyaallah""",1
"""Raisa mah tipe cantik tapi sopan santun pakaiannya""",1
"""ka yayaaa, why are you always stunning pretty girl.""",1
"""Ya Allah ni orang apa peri, cantik amatt""",1
"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""",1
"""BISA BERHENTI CAKEP GA KAKK? PUSINGGGG IH""",1
"""Cantik bajunya keren warnanya bikin pangling""",1
"""Sudah dongggg dan sudah di liked juga.. congratulations""",1
"""Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk""",1
"""Raisa sekarang ngak monoton?. Jadi suka deh?. Sering2 kek gini?.""",1
"""udah dong. Lagi ngunyah aja cute banget""",1
"""Penyihir secantik ini gue rela dikutuk jadi tokek laut""",1
"""Ya ampun kak makan apa sih kok bisa cantik banget""",1
"""Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha""",1
"""Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu""",1
"""lu lebih gak sopan, mukak lu kayak babi!""",-1
"""ya Allah kenapa begitu sempurna sih ciptaanmu yg satu in""",1
"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",1
"""Bukan keliatan ragu, tapi keliatan cantik""",1
"""Warna yang paling bikin Raisa makin shinning itu merah, hitam, putih, pink and emerald""",1
"""Raisa pake baju merah sumpahh cantik bgttt""",1
"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",1
"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya""",1
"""Ka yaya kalo ragu tetep secantik itu yah :"")""",1
"""Ragu aja cantik kan kak, apalagi kalau serius""",1
"""Ngga alay. Ngga muluk muluk. Natural. Sukaaaa",1
"""seru bgt gemoy, tim berkebun plus tim alam bgt niiii""",1
"""nikmatnya bisa menghirup oksigen dengan bebas ya :)""",1
"""Slide kedua mukanya mau gaya apa aja tetep cantikk""",1
"""mba isyana foto gelap2an gini aja aesthetic bgt ya""",1
"""mba isyana udah cantik suaranya bagus kompeten pula, ah sukaaaa""",1
"""Ga Taulah aku juga suka banget sama gayanya isyan""",1
"""Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",1
"""Congrats ka @isyanasarasvati, terus berkarya, makin sukses? dan terus mnjd inpirasi kita semua?""",1
"""Congrats kak, kamu memang pantes mendapatkannya""",1
"""Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana""",1
"""Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif""",1
"""Gatau lagi, serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan! Selalu keren dan pecah! Tak pernah sekalipun mengecewakan""",1
"""Walaupun ga pernah lihat ka isyana live beneran di panggung. Tp aku terpesona bgt ama live virtual asli keren""",1
"""yash we the fest even virtual tapi tetep keren bgt kak syann huaaa energi nya dpt bgt""",1
"""Keren banget!!! walaupun sebentar tapi mantap abis! Ditunggu karya selanjutnya ya kak! Stay safe and healthy isyana ku""",1
"""makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa""",1
"""Thank you juga, Syan! Seneng banget kemarin haha! Semoga setelah pandemi ini, semua rencana dilancarkan ya, Syan!""",1
"""hua seneng bgt kmrn walaupun Cuma 35 menitan tp seneng liat isyan, adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya, ditunggu karya selanjutnya kaka""",1
"""senang akhirnya indonesia bisa mempunyai musisi idealis berkualitas tinggi yg masih bisa terus berkarya & diapresiasi oleh banyak orang?""",1
"""Berharap bisa menghadirkan musisi dgn genre yang lain dr yg sudah ada di industri? biar musik Indonesia lebih berwarna""",1
"""congrats kak isyan semoga semua impian-impian baiknya segera bisa terwujud aamiin""",1
"""Bener bener idola, dr musisi yang dipandang sebelah mata sampe buat label musik sendiri, congrats syan""",1
"""CONGRATS KAK ISYAN semoga karya nya apa yg dilakukan kakak sukses teruss""",1
"""ORANG INI TERLIHAT SANGAT SANGAT STRES DAN GILA""",-1
"""Gua kalai jadi tuhan gaakan gua jadiin dia ini manusia, lebih pante ga hidup ini orang di dunia, akhlaknya gaada tolol bangsat""",-1
"""Biasa nya aq nangis kalo lagu nya seiihh, kalo sekarang nangis karna saking bagus nya lagu nya""",1
"""definisi minat ketemu bakat ketemu kerja keras""",1
"""@vnagstn astaga si isyana keren banget ini; bisa ada musisi lokal yang selera musiknya kayak gini""",1
"""MashaAllah? udh cantik, pinter, jago nyanyi dn mainin alat musik pula neng @isyanasarasvati ngefans bener ini mah""",1
"""Gilaaaa.. gila.. gilaaaa Tangan, kaki, ekspresi, n emosi tertuang adi suatu karya yg fantastis""",1
"""Gosh, tiap kali lihat isyana mainin alat musik kaya lihat jiwanya beda. Merinding gila. Kaya kepribadiannya jadi serius bangett""",1
"""Sumpah demi allah bagus bangett kereennn merinding ak nya.. dengerin sampe abis tiba2 aja ampe netesin air mata""",1
"""aku memutuskan untuk menjadi fans isyana. gila keren banget ya, otak mereka berdua bisa berfungsi dg menjalankan perintah ke tangan dan kaki, di waktu bersamaan""",1
"""AMZING ISYANAA!! Jujur aku amazed banget dengan skill dan minat Isyana dalam bermusik. Ga Cuma bernyanyi tapi main alat musik pun jago banget""",1
"""paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri""",1
"""Sampe ga bisa berkata2 lagi buat isyana, sangat2 sempurna org ini""",1
"""Inimah bukan main alat musik lagi. Olahraga jari dan kaki ini mah""",1
